essay_id	essay_set	essay	essay_score	Foreign languages	Genre	Months of PT	Mother tongue	Nationality	Number of words	Topic	Type of text
fr044CDSTI2	The importance of work	"Acho que gostar do seu trabalho é muito importante porque somos obrigados a trabalhar para poder viver nesta sociedade, a não ser que ganhaemos o totoloto.
Esta obrigação de trabalhar pode transformar-se em pazer se gostamos do que estamos a fazer.

Eu trabalho em parte-time no Mcdonald's, embora  alguns dias seja chato, gosto de trabalhar lá,. gGosto dos meus colegas e de me sentir-me uútil. Antes passava os fins de semana em casa a ver televisão ou a dormir. Mas agora trabalho, sou muito mas dyinámicadinâmica.
Eu não pretendo ficar lá toda a minha vida mas estou a gustar da experiência. Dá um rumorumbo aà minha vida.

No Futuro, espero encontrar um trabalho que me dê vontade de acordar de manhã e não de ficar a dormir. Espero ter um bom ambiente de trabalho como o que tenho agora no Mcdonald's. Porque se não se gosta do que se faz e quese o ambiente de trabalho é péssimo, baixa a produtividade das pessoas no trabalho e podem surgir doenciasdoenças ligadas a esses factores. que são
Se não se gosta do seunosso trabalho, não vamos a fazerê-lo com prazer, vamos a fazerê-lo comcomo obrigaçoesobrigação e o ambiente fica logo mas péssimo. se nós sesomos obrigados a fazer algo que não queremos, trabalhar fica se torna-se um pesadelo
"	5	Spanish,Portuguese,English	opinion	_	French	French	209	Daily life	homework
ja012CVETI1_1	Reasons to attend a Portuguese course	"- Porque eu gosto muito de Portugal, e, quero viver cá como ""não vivo sou turista."" (ao menos, ate  fim de limite do meu visto.)
- Quando eu trabalhava no Japão, realmente trabalhava demais, estava sempre cansada  ( (qu por isso precisava  e queria descança, e queria fugir do Japão.
E Felizmente tinha pouco poupança, e não tenho o marido. (mas agora ja não ""tenho dinheiro nada)
Eu cheguei a Portugal no Febereiro.
Frequentava a     ultimo semestre. mas para mim  lingua portuguesa é ainda muito dificil. (especialmentée o meu força do percebir percebição?  é ainda muito mal.) por isso agora quero avançar  (nivel) força  de portugues mais do que antes. e tambem agora eu gosto de portugal e   portugues mais do que antes. pois decidi frequentar este curso.
"	2	_	opinion	10	Japanese	Japanese	122	Education	IT
ru012CAATI_2	Animals are man's best friends	"""Os animais são o melhor amigo do ser humano""
Desde os tempos mais antigos o hHomem conseguiu tornar alguns animais para serem domésticos, por exemplo cães, vacas, cavalos, etc. E isso  foi um grau muito importante na evolução do ser humano, porque o hHomem percebeu que os animais não podem só ser uma fonte dae alimentação, mas também o podem ajudar, ser amigos.
Há muitas pessoas que acham que os animais são o nosso melhor amigo. Concordo com elas. Os animais de estimação são os nossos amigos mais próximos. Eles sempre são bons ouvintes, embora não falem, mas percebem tudo. E hoje em dia há poucas pessoas que  sabem ouvir e perceber outra pessoa. Todos são muito preocupados, pensam só em si mesmos. Mas os animais de estimação não são assim, ele são muito fiéis aos seus donos, eles nunca traem os seus donos, são verdadeiros amigos.
Eu vi um filme americano com Richard Guir, infelizmente, não me lembro do nome do filme. Neste filme trata-se duma história do amor e fidelidade dum cão ao seu dono. Este cão todos os dias acompanhava o seu dono à estação dos comboios e esperava- o lá. Mas o homem morreu e o cão dele continuava continuava a ir à estação ferrovialária e esperava o seu dono durante muitos anos, porque o amava  muito. Para mim,  é um bom exemplo da amizade entre o ser humano e o animal.
"	4	_	opinion	29	Russian	Russian	235	Interpersonal relationships	IT
pl097CVMTI	Last vacations	" No ano passado   No ano passado passamos as férias de verão com os nossos filhos pequenos. Estávamos as duas semanas na praia ao lado de Faro. Morávamos numa vila pequena no apartamento perto do mar. Cada dia  ficávamos na praia, apanhávamos sol. O tempo era muito agradável agradável sem chuva. 
Os filhos inscreveram-se no curso de natação e por isso eu e o meu marido tivemos mais tempo para ler livros e passear ao lado do mar. As vezes fomos no parque infántil na praia.  Os filhos brinaram alí com os outras crianças. Foi uma boa actividade cuando eles se aburriram. 
Uma vez esquocemos-nos de comprar uma crema protectora e isto foi foi muito perigoso, especialmente para os filhos. Ao sorte resultou que ao lado havia outra familia com os filhos. Nos Deram-nos a crema, mas no próximo día lembramos-nos de comprar a na loja ao centr da vila. 
As ferias foram muito bonitas. Não gastamos muito dinheiro porque a comida no Portugal foi deliciosa e barato ao mismo vez. Comemos muita peixe e os filhos muitas frutas e legumes. 
O tempo passado na praia de Portugal era muito bom. 
"	3	Spanish	personal letter	_	Polish	Polish 	184	Travel	IT
zh083CVSTF	Comment a quote on travelling.	"Concordo plenamente com este frase porque, apenas nestadesta forma, se podem-se adquirir mais conhecimentos. É sempre insuficiente que se aprenda os novos conhecimentos no livros. Por mais que se leia, só se sabe-se as ideias abstratas. Para perceber verdadeiramente as ideias e os conhecimentos que os livros referem, preciseprecisa-se realmente duma viagem concreta. Ande por terras distantes e converse com diversas pessoas. Deste modo, pode conhecer bem as diferenças entre as terras e também as pessoas que provém dosde países distintos.
Vou dar um exemplo, antes de ir à Europa, nuncanão sabia que as pessoas gostassem imenso de café e que tivessem uma vida muito déscontraída. Além disso, as fotografias da algumas  arquitetura, por exemplo,  Sé de Lisboa, que encontramos na internet não consegue refletir a fortaleza daquela arquitetura. Há uma grande descrepância. O sentimento também foi diferente quando fui diretamente àqueloe sítio. Atráves das converçações com as pessoas de lá, podía saber mais sobre as culturas dos locais e também aosobre tradições que não tinha dito estavam nos livros.
Em jeito de concluir, apesar de ver mais, é fundamental experienciar. Assim, pode tornar-se uma pessoa ponderada. Agarre o tempo ou vávai arrenpender-se.
"	5	English,Mandarin	opinion	_	Chinese (Cantonese)	Portuguese	186	Travel	FT
zh155CASTI	Which book would you teach your students if you were a Portuguese Literature teacher and why?	"Prefiro apresentar-lhes Fernando Pessoa., Pporque, ao chegar aoà capital de Portugal, Lisboa, o que  com que eles, provelmenteprovavelmente, vão contactar é a as figuras figuras desse senhor, Por examplo, a estátua no fora de que está na rua, próxima do Café  Brasileiro, as fotos qu dele que sempre aparecem nos livros de divulgação turística e as os homens da sua moda de senhor que usam vestem aquelo tipo de chapéu o,  crescem  bigode deixam crescer o bigode e usam os oóculos redondos. Mas Mas que mais importante é que Fernando Pessoa é um o escritor um dos escritores melhores de Portugal por escrever com o vários heteroónimos, que sendo o seu estilo mais criativo.
"	5	English	opinion	_	Chinese	Chinese	85	Education	IT
zh054CVSTD	Letter of complaint to a travel agency	"Chegando do hotel, descobri que o hotel não me parecia com scinco estrelas, apesar disso, a condição do meu quarto é aceitável.
Seguidamente, conforme o meu pacote, tenho o direito de escolher dusas excursões preferidas. Na lista há várias excursões, contudo, o gerente de hotel me informou que por causa da insuficiência de recursos humanos, só me fornecia duas excursões é óbvio que eu não tinha qualquer direito dea escolha.
Além disso, quando saí deo hotel, decobri que o meu pacote não incluía o pequeno-almoço nem o acesso de WI-FI, tinha de pagar 100 euros adicionalmen logo depois das férias, fiz uma queixa na vossa agência, pedindo uma indemnização de 550 euros, no entanto, até neste momento, passando um mês inteiro, ainda não recebi qualquer resposta da vossa agência como fui garantida.
Espero que V. Exa. investigue o meu caseo e dê-me um resultado da investigação dentro de uma semana. Caso contrário, vou apresentar uma reclamação sobre o vosso serviço na Gabinete de Turismo de Lisboa.
Aguardando a vossa resposta.
Melhores cumprimentos,
FF
19 de Agosto de 2011
Em anexo: cópias dos recibos
"	5	Mandarin	formalLetter	12	Chinese (Cantonese)	Chinese	183	Services	DT
es046CVETI_1	E-mail to a friend telling about vacations in a north european country	"Olá MM,
Como estás? Tudo bem em Lisboa? Eu estou a pasar as férias em Dinamarca.
Eu vim visitar o meu melhior amigo, que está a estudar aqui este ano. Ele levou-me   visitar muitos lugares interessantes em Copenhague. Eu gostei de passear pelas ruas, que aqui são muito calmas. Todas as pessoas andanm de bicicleta! No fim-de-semana fomos ver algumas pequenas vilhas da costa, perto da cidade. Gostei muito dos paisagens, que eran espectaculares, mas estava muito frio e chuvava, assim que decidimos voltar para casa. No sábado à noite jantamos com uma amiga dele, portuguesa, e pude falar um pouco em português. Depois estive doente dois dias. O meu amigo acha que era que talvez la comida estava estragada, mas eu acho que foi peolo frio que passei na costa! Um abrazo.
"	2	French	eMail	_	Spanish	Spanish	133	Travel	IT
it076CSATF	Thank you letter to a travel agency	"Bom dia Senhor Miranda,
Chamo-me FFLL.
Foui à sua agência de turismo há um mês.
Estou a escrever esta carta para expor a minha satisfação no que  diz respeito a à viagem que comprei na sua agência.
A viagem foi, como, o Senhor tinha-me dito, uma experiência increndivel incrível e se calhar acho que foi melhor do que eu podia acreditar.
AOs Açores são maravilhosaos, um dos melhores lugares que eu vi na minha vida e os serviços que a sua agência me forneceu foram muito bem organizados e correspondeream perfeitamente ao que  desejava.
O hotel era muito lindo, todas as pessoas que trabalham aíli foram muito cuidadosos com as milhas necessidades e sempre disponíveis
O meu quarto era o melhor  a vista era dado que dava para tinha uma vista muito fixe.
Também o o passeio pela ilha e o passeio de barco com a guia turiística foram muitao bem organizados.
A milha unica sugestão  que acho seja é no que diz respeito ao percurso deo aeroporto para o hotel. Acho que seja seria melhor para os turistas apanhar um taxi e não  o comboio.
Apesar disso, foi tudo perfeito.
Muito obrigado. Até aà proóxima vez
"	4	English	formalLetter	_	Italian	Italian	182	Services	FT
ro010CAATF	Several types of tourism: positive and negative aspects	"A natureza e o mundo são sempre as nossas fontes para descansarmos. Seja qual for o tipo de turismo, a meu ver, é sempre ""o turista"" que ""faz o turismo"". Neste sentido, um turista mais consciente vai sempre aproveitar da beleza da natureza, assim como vai aproveitar da história e da beleza dum lugar considerado património cultural, por exemplo. 
Então, o que é o turismo de massas: uma maneira de destruir ou uma importante fonte de verbas? Na minha minha opinião, não é preciso fazer uma escolha e, neste contexto, a conjunção disjuntiva ""ou"" é melhor ser trocada com a conjunção copulativa ""e"", porque, dum ponto de vista, o turismo de massas pode ser as duas alternativas. Melhor dizendo, através do turismo de massas alguns lugares podem ser destruidos, mas também através deste tipo de turismo é possivel recolher as fontes necessarias para preservá-los. 
Além do mais, estas duas alternativas, que representam duas realidades que coexistem, são, de facto, relacionadas com o tipo de turista e a sua educação. 
Por isso considero que é importante mudarmos a perspetiva e em relação ao tipo de turismo e as suas consequências temos sempre de pensar ao tipo de turista, que é o ser humano! Neste sentido, em vez de inventarmos novos tipos de turismo, é melhor tomarmos consciência sobre as consequências dos nossos hábitos irresponsaveis, quando fazemos turismo, e as nossas responsabilidades para preservarmos a natureza, a história e outros lugares mais expostos ao turismo. A maioria parte destes lugares incluidos no turismo de massas, no longo prazo, precisam de manutenção para serem preservados. Parte dos recursos necessarios para assigurarem a permanência destes lugares vem dos taxas que as pessoas, os turistas, pagam para visitá-los. 
Em suma, o turismo de massas não é uma ameança, não é uma maneira de destuir os recontos bonitos do nosso mundo, se o turista for uma pessoa consciênte, educada, mais amiga do meio ambiente é mais orientada para aproveitar da história e da natureza. O turismo de massas é, tal como o turismo ecológico, uma oportunidade de conhecer melhor a evolução natural e histórica duma região. Os recursos materiais que, por vezes, são recolhedos, são só para assigurar a permanência dest dos lugares que fazem parte do turismo de massas e que representam a nossa herança para o futuro. 
"	4	English	opinion	_	Romanian	Romanian	381	Society, economy and politics	FT
